name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage (km/l),engine (cc),max_power (bhp),seats,brand_name,model_name
Maruti Alto LXi,2009,120000,120000,Petrol,Individual,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Hyundai Getz GLX,2005,95000,120000,Petrol,Individual,Manual,Fourth & Above,15.3,1341.0,83.0,5.0,Hyundai,Getz GLX
Hyundai i10 Sportz AT,2010,196000,110000,Petrol,Individual,Automatic,Third,16.95,1197.0,78.9,5.0,Hyundai,i10 Sportz AT
Maruti Eeco 5 Seater AC BSIV,2016,392000,38000,Petrol,Individual,Manual,First,15.37,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC BSIV
Tata Manza Aura Plus Safire,2010,150000,104000,Petrol,Individual,Manual,First,15.0,1368.0,90.0,5.0,Tata,Manza Aura Plus Safire
Honda BR-V i-VTEC E MT,2017,595000,120000,Petrol,Individual,Manual,First,15.4,1497.0,117.3,7.0,Honda,BR-V i-VTEC E MT
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,833000,35000,Diesel,Individual,Automatic,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone
Maruti Swift VDI,2011,280000,210000,Diesel,Individual,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift VDI
Maruti 800 Std BSII,2003,35000,35000,Petrol,Individual,Manual,Second,16.1,796.0,37.0,4.0,Maruti,800 Std BSII
Maruti Ritz VDi,2009,180000,85000,Diesel,Individual,Manual,Third,21.1,1248.0,73.9,5.0,Maruti,Ritz VDi
Maruti Wagon R VXi BSII,2012,225000,80000,Petrol,Individual,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon R VXi BSII
Mercedes-Benz New C-Class 220 CDI AT,2012,1400000,50000,Diesel,Individual,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New C-Class 220 CDI AT
Hyundai i20 Era Diesel,2009,340000,40000,Diesel,Individual,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20 Era Diesel
Toyota Innova 2.5 GX 8 STR,2010,550000,216000,Diesel,Individual,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 GX 8 STR
Maruti Wagon R VXI BS IV,2017,400000,65000,Petrol,Individual,Manual,Second,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV
Hyundai Getz GLE,2006,90000,100000,Petrol,Individual,Manual,Third,15.3,1341.0,83.0,5.0,Hyundai,Getz GLE
Maruti Ciaz VDi Plus SHVS,2015,650000,84000,Diesel,Individual,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz VDi Plus SHVS
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,730000,210000,Diesel,Individual,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV
Chevrolet Aveo U-VA 1.2 LS,2010,125000,60000,Petrol,Individual,Manual,First,15.26,1150.0,74.9,5.0,Chevrolet,Aveo U-VA 1.2 LS
Hyundai Getz GLE,2006,81000,100000,Petrol,Individual,Manual,Fourth & Above,15.3,1341.0,83.0,5.0,Hyundai,Getz GLE
Maruti Swift Glam,2007,170000,78000,Petrol,Individual,Manual,Second,16.1,1298.0,88.2,5.0,Maruti,Swift Glam
Honda City 1.5 EXI,2002,81000,161000,Petrol,Individual,Manual,Fourth & Above,13.0,1493.0,100.0,5.0,Honda,City 1.5 EXI
Maruti Alto LX,2005,95000,70000,Petrol,Individual,Manual,Third,19.7,796.0,46.3,5.0,Maruti,Alto LX
Tata Nano Cx BSIV,2010,55000,50000,Petrol,Individual,Manual,Third,26.0,624.0,35.0,4.0,Tata,Nano Cx BSIV
Renault Lodgy World Edition 110PS,2017,880000,65000,Diesel,Individual,Manual,First,19.98,1461.0,108.5,8.0,Renault,Lodgy World Edition 110PS
Renault KWID RXL,2015,200000,50000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXL
Maruti Wagon R VXI 1.2,2019,480000,25000,Petrol,Individual,Manual,First,20.52,1197.0,81.8,5.0,Maruti,Wagon R VXI 1.2
Mahindra Bolero 2011-2019 Plus AC,2013,480000,100000,Diesel,Individual,Manual,First,15.96,2523.0,62.1,9.0,Mahindra,Bolero 2011-2019 Plus AC
Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Individual,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Asta
Honda BRV i-DTEC V MT,2016,850000,72113,Diesel,Individual,Manual,First,21.9,1498.0,98.6,7.0,Honda,BRV i-DTEC V MT
Tata Indigo CR4,2012,300000,40000,Diesel,Individual,Manual,First,23.57,1396.0,70.0,5.0,Tata,Indigo CR4
Hyundai i20 1.2 Asta Option,2017,650000,8000,Petrol,Individual,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Asta Option
Maruti Ritz VXI,2010,220000,20000,Petrol,Individual,Manual,First,21.1,1197.0,85.8,5.0,Maruti,Ritz VXI
Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Individual,Manual,First,19.09,1405.0,69.01,5.0,Tata,Indigo CS LS (TDI) BS-III
Maruti Swift Dzire VDI,2014,450000,80000,Diesel,Individual,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Swift VDI BSIV,2014,400000,90000,Diesel,Individual,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,25000,Diesel,Individual,Manual,First,25.1,1248.0,88.5,5.0,Maruti,S-Cross 2017-2020 Alpha DDiS 200 SH
Tata Manza Aura Quadrajet,2010,190000,100000,Diesel,Individual,Manual,Second,18.8,1248.0,90.0,5.0,Tata,Manza Aura Quadrajet
Ford Fiesta 1.4 Duratec EXI,2006,140000,60000,Petrol,Individual,Manual,Second,16.6,1388.0,68.0,5.0,Ford,Fiesta 1.4 Duratec EXI
Hyundai i20 Active S Diesel,2018,800000,30000,Diesel,Individual,Manual,First,21.19,1396.0,88.76,5.0,Hyundai,i20 Active S Diesel
Mahindra Scorpio LX 2.6 Turbo,2007,229999,120000,Diesel,Individual,Manual,Third,10.5,2609.0,120.0,7.0,Mahindra,Scorpio LX 2.6 Turbo
Tata Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second,13.93,2179.0,138.03,7.0,Tata,Safari DICOR 2.2 EX 4x2
Volkswagen Vento Diesel Highline,2011,375000,69000,Diesel,Individual,Manual,Second,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline
Chevrolet Beat LT,2010,140000,75000,Petrol,Individual,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat LT
Maruti Alto LX,2004,60000,113000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LX
Hyundai Xcent 1.1 CRDi S Option,2014,420000,90000,Diesel,Individual,Manual,Second,24.4,1120.0,71.01,5.0,Hyundai,Xcent 1.1 CRDi S Option
Renault Pulse RxZ,2012,300000,100000,Diesel,Individual,Manual,Third,23.08,1461.0,63.12,5.0,Renault,Pulse RxZ
Tata Indica Vista Quadrajet VX,2012,150000,110000,Diesel,Individual,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica Vista Quadrajet VX
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,600000,90000,Diesel,Individual,Manual,First,22.77,1498.0,98.59,5.0,Ford,EcoSport 1.5 TDCi Titanium Plus BSIV
Ford Figo Diesel Titanium,2011,204999,100000,Diesel,Individual,Manual,Second,20.0,1399.0,68.0,5.0,Ford,Figo Diesel Titanium
Hyundai Xcent 1.2 CRDi SX,2017,625000,50000,Diesel,Individual,Manual,First,25.4,1186.0,73.97,5.0,Hyundai,Xcent 1.2 CRDi SX
Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011,280000,200000,Diesel,Individual,Manual,First,20.5,1248.0,91.7,5.0,Fiat,Grande Punto 1.3 Emotion Pack 90HP (Diesel)
Hyundai Santa Fe 2WD AT,2014,1050000,146000,Diesel,Individual,Automatic,Second,13.01,2199.0,194.3,7.0,Hyundai,Santa Fe 2WD AT
Chevrolet Optra Magnum 1.6 LT Petrol,2009,250000,80000,Petrol,Individual,Manual,Second,12.9,1598.0,102.5,5.0,Chevrolet,Optra Magnum 1.6 LT Petrol
Tata New Safari DICOR 2.2 EX 4x2,2010,535000,96443,Diesel,Individual,Manual,Second,11.57,2179.0,138.1,7.0,Tata,New Safari DICOR 2.2 EX 4x2
Honda Accord 2.4 AT,2009,400000,100000,Petrol,Individual,Automatic,Second,11.7,2354.0,177.6,5.0,Honda,Accord 2.4 AT
Maruti Swift AMT VXI,2019,610000,10000,Petrol,Individual,Automatic,First,21.21,1197.0,81.8,5.0,Maruti,Swift AMT VXI
Maruti Swift Dzire VDI,2014,509999,110000,Diesel,Individual,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Tata Safari Storme VX,2014,521000,86000,Diesel,Individual,Manual,Second,14.0,2179.0,138.1,7.0,Tata,Safari Storme VX
Maruti Swift Dzire VDI,2014,511000,100000,Diesel,Individual,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Hyundai i20 Sportz 1.4 CRDi,2014,451000,91000,Diesel,Individual,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 Sportz 1.4 CRDi
Hyundai i10 Sportz,2009,170000,100000,Petrol,Individual,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz
Maruti Swift Dzire VDI,2013,450000,120000,Diesel,Individual,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Honda City 1.5 V Elegance,2011,375000,90000,Petrol,Individual,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City 1.5 V Elegance
Maruti Alto 800 LXI,2016,305000,60000,Petrol,Individual,Manual,Second,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Renault KWID RXT,2016,315000,51500,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXT
Chevrolet Sail 1.3 LS,2016,250000,60000,Diesel,Individual,Manual,Second,22.1,1248.0,74.0,5.0,Chevrolet,Sail 1.3 LS
Ford Figo Diesel EXI,2012,200000,104500,Diesel,Individual,Manual,Second,20.0,1399.0,68.0,5.0,Ford,Figo Diesel EXI
Renault Duster 110PS Diesel RxL,2012,400000,120000,Diesel,Individual,Manual,Third,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxL
Maruti Swift ZDi,2014,509999,100000,Diesel,Individual,Manual,Second,22.9,1248.0,74.0,5.0,Maruti,Swift ZDi
Honda Civic 1.8 V MT,2008,375000,90000,Petrol,Individual,Manual,Third,13.5,1799.0,130.0,5.0,Honda,Civic 1.8 V MT
Maruti Wagon R LXI,2005,150000,150000,Petrol,Individual,Manual,Third,18.9,998.0,67.1,5.0,Maruti,Wagon R LXI
Maruti Wagon R AX,2006,75000,60000,Petrol,Individual,Automatic,First,18.9,998.0,67.1,5.0,Maruti,Wagon R AX
Hyundai Verna 1.4 VTVT,2015,465000,50000,Petrol,Individual,Manual,Second,17.43,1396.0,105.5,5.0,Hyundai,Verna 1.4 VTVT
Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,Diesel,Individual,Manual,First,24.0,1186.0,73.97,5.0,Hyundai,Grand i10 1.2 CRDi Asta
Mahindra Scorpio 1.99 S10,2015,950000,120000,Diesel,Individual,Manual,Third,15.4,1997.0,120.0,7.0,Mahindra,Scorpio 1.99 S10
Hyundai i20 1.2 Asta,2017,610000,40000,Petrol,Individual,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Asta
Maruti Alto 800 LXI,2014,235000,50000,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Maruti Eeco 5 Seater AC BSIV,2017,330000,90000,Petrol,Individual,Manual,First,15.37,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC BSIV
Nissan Terrano XE 85 PS,2014,472000,90000,Diesel,Individual,Manual,First,20.45,1461.0,83.8,5.0,Nissan,Terrano XE 85 PS
Maruti Swift VXI,2019,585000,10000,Petrol,Individual,Manual,First,21.21,1197.0,81.8,5.0,Maruti,Swift VXI
Mahindra Supro LX 8 Str,2018,500000,10000,Diesel,Individual,Manual,First,23.5,909.0,45.0,8.0,Mahindra,Supro LX 8 Str
Maruti Alto K10 VXI,2019,360000,27000,Petrol,Individual,Manual,First,23.95,998.0,67.05,5.0,Maruti,Alto K10 VXI
Maruti Swift Dzire VDI,2016,649000,70000,Diesel,Individual,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Omni MPI CARGO BSIV,2017,200000,50000,Petrol,Individual,Manual,First,16.8,796.0,34.2,5.0,Maruti,Omni MPI CARGO BSIV
Hyundai Grand i10 CRDi Magna,2014,400000,110000,Diesel,Individual,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand i10 CRDi Magna
Maruti Celerio VDi,2015,250000,100000,Diesel,Individual,Manual,Second,27.62,793.0,47.0,5.0,Maruti,Celerio VDi
Mahindra Marazzo M6,2018,1200000,50000,Diesel,Individual,Manual,First,17.3,1497.0,121.0,7.0,Mahindra,Marazzo M6
Maruti Swift Vdi BSIII,2009,250000,105000,Diesel,Individual,Manual,Second,17.8,1248.0,75.0,5.0,Maruti,Swift Vdi BSIII
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Individual,Manual,First,12.99,2494.0,100.6,8.0,Toyota,Innova 2.5 GX (Diesel) 8 Seater
Mahindra XUV500 W8 2WD,2014,800000,60000,Diesel,Individual,Manual,Second,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,Petrol,Dealer,Manual,Second,18.88,999.0,123.37,5.0,Ford,Ecosport 1.0 Ecoboost Titanium Optional
Hyundai Santro Xing GLS,2010,150000,60000,Petrol,Individual,Manual,Third,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GLS
Chevrolet Beat Diesel LT,2012,170000,90000,Diesel,Individual,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel LT
Renault Duster 110PS Diesel RxL,2013,360000,81000,Diesel,Individual,Manual,Second,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxL
Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,Diesel,Individual,Manual,First,25.4,1186.0,73.97,5.0,Hyundai,Xcent 1.2 CRDi SX
Renault Duster 110PS Diesel RxZ,2012,350000,105000,Diesel,Individual,Manual,Second,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ
Maruti Ertiga BSIV VXI,2017,700000,227000,Petrol,Individual,Manual,First,17.5,1373.0,91.1,7.0,Maruti,Ertiga BSIV VXI
Renault Duster 110PS Diesel RxZ,2012,375000,100000,Diesel,Individual,Manual,Second,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ
Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,CNG,Individual,Manual,First,21.94,1196.0,61.7,5.0,Maruti,Eeco CNG 5 Seater AC BSIV
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,Diesel,Individual,Manual,Third,21.9,1396.0,88.76,5.0,Hyundai,i20 Magna 1.4 CRDi (Diesel)
Volkswagen Vento Diesel Comfortline,2011,260000,120000,Diesel,Individual,Manual,Third,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Comfortline
Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Third,19.7,796.0,46.3,5.0,Maruti,Alto LXi BSIII
Tata New Safari DICOR 2.2 EX 4x2,2008,150000,120000,Diesel,Individual,Manual,Fourth & Above,11.57,2179.0,138.1,7.0,Tata,New Safari DICOR 2.2 EX 4x2
Hyundai Santro Xing GLS,2014,220000,40000,Petrol,Individual,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GLS
Hyundai i10 Magna 1.2 iTech SE,2014,275000,53000,Petrol,Individual,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna 1.2 iTech SE
Maruti Swift LDI Optional,2017,455000,60000,Diesel,Individual,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift LDI Optional
Hyundai i20 1.2 Magna Executive,2017,570000,30000,Petrol,Individual,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Magna Executive
Volkswagen Vento Diesel Highline,2013,330000,100000,Diesel,Individual,Manual,Third,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,Diesel,Individual,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova Crysta 2.4 VX MT BSIV
Maruti Ertiga ZDI,2012,450000,98000,Diesel,Individual,Manual,Fourth & Above,20.77,1248.0,88.8,7.0,Maruti,Ertiga ZDI
Hyundai EON Magna Plus,2014,250000,60000,Petrol,Individual,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Magna Plus
Hyundai i10 Sportz,2010,165000,80000,Petrol,Individual,Manual,Third,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz
Mahindra Ssangyong Rexton RX7,2013,800000,117000,Diesel,Dealer,Automatic,First,11.18,2696.0,184.0,7.0,Mahindra,Ssangyong Rexton RX7
Honda Jazz 1.2 V i VTEC,2018,680000,8576,Petrol,Dealer,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz 1.2 V i VTEC
Tata Tigor 1.2 Revotron XZA,2017,525000,19723,Petrol,Dealer,Automatic,First,20.3,1199.0,84.0,5.0,Tata,Tigor 1.2 Revotron XZA
Honda City 1.5 V MT Sunroof,2016,825000,21446,Petrol,Dealer,Manual,First,16.8,1497.0,116.3,5.0,Honda,City 1.5 V MT Sunroof
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,52289,Diesel,Dealer,Manual,First,25.1,1248.0,88.5,5.0,Maruti,S-Cross 2017-2020 Sigma DDiS 200 SH
Mahindra Scorpio S4 Plus,2017,950000,52236,Diesel,Dealer,Manual,First,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S4 Plus
Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,Diesel,Dealer,Manual,First,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S4 Plus 4WD
Hyundai i20 1.4 CRDi Magna,2017,675000,25471,Diesel,Dealer,Manual,First,21.9,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Magna
Tata Tiago XT,2019,490000,33928,Petrol,Dealer,Manual,First,23.84,1199.0,84.48,5.0,Tata,Tiago XT
Mahindra TUV 300 T4 Plus,2018,775000,59736,Diesel,Dealer,Manual,First,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 T4 Plus
Honda City 1.5 V MT,2009,350000,54290,Petrol,Dealer,Manual,First,17.0,1497.0,118.0,5.0,Honda,City 1.5 V MT
Honda Brio S MT,2016,475000,2118,Petrol,Dealer,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio S MT
Mahindra Scorpio S4 7 Seater,2017,950000,61379,Diesel,Dealer,Manual,First,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S4 7 Seater
Honda City i-VTEC S,2010,350000,58544,Petrol,Dealer,Manual,Second,17.4,1497.0,117.3,5.0,Honda,City i-VTEC S
Maruti Wagon R VXI,2016,400000,74381,Petrol,Dealer,Manual,First,21.79,998.0,67.05,5.0,Maruti,Wagon R VXI
Maruti 800 DX 5 Speed,2001,75000,35000,Petrol,Individual,Manual,Third,16.1,796.0,37.0,4.0,Maruti,800 DX 5 Speed
Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,63982,Diesel,Dealer,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium
Maruti Wagon R VXI,2008,175000,65000,Petrol,Dealer,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI
Mahindra Bolero 2011-2019 SLE,2014,570000,74000,Diesel,Dealer,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 SLE
Renault Duster 110PS Diesel RxZ,2013,525000,56429,Diesel,Dealer,Manual,Second,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ
Hyundai i10 Magna 1.2 iTech SE,2012,270000,56000,Petrol,Individual,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna 1.2 iTech SE
Hyundai Santro Magna,2019,434999,19500,Petrol,Dealer,Manual,First,20.3,1086.0,68.07,5.0,Hyundai,Santro Magna
Hyundai i20 Asta Option 1.2,2015,495000,30000,Petrol,Dealer,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Asta Option 1.2
Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,Diesel,Dealer,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 Asta Option 1.4 CRDi
Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Individual,Manual,First,20.14,1197.0,81.86,5.0,Hyundai,Xcent 1.2 VTVT S
Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,Petrol,Individual,Manual,First,17.01,1591.0,121.4,5.0,Hyundai,Verna 1.6 VTVT S Option
Honda City i DTec V,2014,560000,72000,Diesel,Dealer,Manual,First,26.0,1498.0,98.6,5.0,Honda,City i DTec V
Mahindra Bolero DI AC BSIII,2005,250000,80000,Diesel,Individual,Manual,First,13.6,2523.0,63.0,7.0,Mahindra,Bolero DI AC BSIII
Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,29000,Petrol,Individual,Manual,Second,15.0,1598.0,103.5,5.0,Skoda,Rapid 1.6 MPI Ambition Plus
Nissan Terrano XL D Option,2016,495000,56832,Diesel,Dealer,Manual,First,19.87,1461.0,83.14,5.0,Nissan,Terrano XL D Option
Hyundai Elite i20 Petrol Asta,2014,470000,30528,Petrol,Dealer,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite i20 Petrol Asta
Honda Amaze S Diesel,2013,350000,65285,Diesel,Dealer,Manual,First,24.7,1498.0,98.63,5.0,Honda,Amaze S Diesel
Toyota Innova Crysta 2.4 G MT 8 STR,2020,1560000,20102,Diesel,Dealer,Manual,First,13.68,2393.0,147.51,8.0,Toyota,Innova Crysta 2.4 G MT 8 STR
Honda Jazz 1.2 S i VTEC,2015,480000,43000,Petrol,Dealer,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz 1.2 S i VTEC
Toyota Etios Liva 1.4 GD,2013,270000,52380,Diesel,Dealer,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios Liva 1.4 GD
Mahindra Bolero B2,2018,660000,74250,Diesel,Dealer,Manual,First,21.0,1498.0,74.96,7.0,Mahindra,Bolero B2
Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,57247,Petrol,Dealer,Automatic,First,20.89,1197.0,81.8,5.0,Maruti,Ignis 1.2 AMT Alpha BSIV
Maruti Vitara Brezza ZDi Plus,2017,800000,52000,Diesel,Individual,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi Plus
Nissan Sunny XV,2011,350000,47000,Petrol,Individual,Manual,Second,16.95,1498.0,97.7,5.0,Nissan,Sunny XV
Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,80000,Diesel,Individual,Manual,Third,17.8,1399.0,68.0,5.0,Ford,Fiesta EXi 1.4 TDCi Ltd
Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,85000,Diesel,Individual,Manual,Second,18.0,1248.0,75.0,5.0,Tata,Indica Vista Aqua 1.3 Quadrajet
Maruti Swift Dzire VDi,2012,400000,100000,Diesel,Individual,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire VDi
Nissan Sunny XV,2011,250000,110000,Petrol,Individual,Manual,First,16.95,1498.0,97.7,5.0,Nissan,Sunny XV
Fiat Linea Emotion (Diesel),2010,190000,178000,Diesel,Individual,Manual,Second,20.4,1248.0,91.7,5.0,Fiat,Linea Emotion (Diesel)
Maruti Alto LX,2010,125000,120000,Petrol,Individual,Manual,Third,19.7,796.0,46.3,5.0,Maruti,Alto LX
Jeep Compass 2.0 Limited 4X4,2017,1950000,70000,Diesel,Individual,Manual,First,16.3,1956.0,170.0,5.0,Jeep,Compass 2.0 Limited 4X4
Audi Q5 2.0 TDI,2011,1300000,120000,Diesel,Individual,Automatic,First,12.8,1968.0,167.6,5.0,Audi,Q5 2.0 TDI
Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,155000,Diesel,Individual,Manual,Third,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 G4 Diesel 8-seater
Maruti Wagon R VXI BS IV,2015,335000,30000,Petrol,Individual,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV
Maruti Wagon R LXI Minor,2009,114999,60000,Petrol,Individual,Manual,Third,18.9,1061.0,67.0,5.0,Maruti,Wagon R LXI Minor
Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,70000,Diesel,Individual,Manual,Fourth & Above,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Comfortline 1.2L
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,Diesel,Individual,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 2015-2017 Asta 1.4 CRDi
Hyundai Verna 1.6 SX,2012,395000,120000,Diesel,Individual,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX
Maruti Swift Dzire VDI,2015,500000,120000,Diesel,Individual,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Hyundai EON Era Plus,2014,220000,50000,Petrol,Individual,Manual,Third,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Ford Figo Diesel Celebration Edition,2013,240000,100000,Diesel,Individual,Manual,First,20.0,1399.0,68.1,5.0,Ford,Figo Diesel Celebration Edition
Hyundai i20 1.4 CRDi Asta,2010,215000,120000,Diesel,Individual,Manual,Third,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Asta
Maruti Swift VDI,2012,400000,90000,Diesel,Individual,Manual,Second,22.9,1248.0,74.0,5.0,Maruti,Swift VDI
Maruti Zen Estilo VXI BSIV,2012,191000,90000,Petrol,Individual,Manual,First,19.0,998.0,67.1,5.0,Maruti,Zen Estilo VXI BSIV
Mahindra Xylo D4 BSIII,2013,351000,100000,Diesel,Individual,Manual,Second,14.0,2498.0,112.0,8.0,Mahindra,Xylo D4 BSIII
Tata Nano XTA,2015,250000,20000,Petrol,Individual,Automatic,First,21.9,624.0,37.48,4.0,Tata,Nano XTA
Hyundai Verna CRDi SX ABS,2009,210000,90000,Diesel,Individual,Manual,Second,18.1,1493.0,110.0,5.0,Hyundai,Verna CRDi SX ABS
Toyota Etios VX,2011,300000,120000,Petrol,Individual,Manual,Third,17.6,1496.0,88.7,5.0,Toyota,Etios VX
Ford Figo Aspire 1.5 TDCi Trend,2017,700000,35000,Diesel,Individual,Manual,First,25.83,1498.0,99.0,5.0,Ford,Figo Aspire 1.5 TDCi Trend
Hyundai Sonata CRDi M/T,2010,500000,120000,Diesel,Individual,Manual,Second,11.8,1991.0,150.0,5.0,Hyundai,Sonata CRDi M/T
Maruti 800 AC BSIII,2002,120000,120000,Petrol,Individual,Manual,First,16.1,796.0,37.0,4.0,Maruti,800 AC BSIII
Hyundai Elite i20 Asta Option Diesel,2019,850000,10000,Diesel,Individual,Manual,First,22.54,1396.0,88.76,5.0,Hyundai,Elite i20 Asta Option Diesel
